Counterbalance,PPT,AgeGroup,Age.Years,Stem,VerbSet,Island,WellFormed,MR.Reg.AH,MR.Irreg.AH,Anal.Reg.AH,Anal.Irreg.AH,IrregvsReg,RegvsIrreg,RegvsAll,IrregvsAll,NoChange,ThirdSingPres,PastProg,NoChangeIncIrregularNoChange,Other,All
AB,23,5_6,5.25,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,66,9_10,10.08,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,72,9_10,10,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,1,3_4,3.83,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,7,3_4,3.5,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,1,0,0,1,0,All
BA,10,3_4,3.5,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,0,1,0,0,All
BA,11,3_4,3.42,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,1,0,0,1,0,All
AB,12,3_4,4.08,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,13,3_4,3.42,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,1,0,0,1,0,All
BA,16,3_4,3.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
AB,17,3_4,3.42,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,1,0,0,1,0,All
BA,18,3_4,3.5,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,1,0,0,1,0,All
AB,21,5_6,5.5,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,0,1,0,0,All
AB,25,5_6,5.67,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,26,5_6,5.33,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,1,0,0,0,All
BA,47,6_7,7.42,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,0,1,0,0,All
AB,57,6_7,7,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,15,3_4,3.42,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,66,9_10,10.08,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,72,9_10,10,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,0,1,1,0,0,0,0,0,0,All
AB,1,3_4,3.83,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
AB,9,3_4,4,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
BA,10,3_4,3.5,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,0,1,0,0,All
BA,11,3_4,3.42,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
BA,13,3_4,3.42,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
AB,17,3_4,3.42,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
AB,21,5_6,5.5,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
AB,25,5_6,5.67,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,chake,B,IrregOnly,5.333,0.89999449,0.83456171,0.4622862,0.03957772,NA,NA,0,0,0,0,1,0,0,All
AB,1,3_4,3.83,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,2,3_4,3.83,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,10,3_4,3.5,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,17,3_4,3.42,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,33,5_6,6.25,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,0,1,1,0,0,0,0,0,0,All
AB,75,9_10,10.5,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,1,0,0,1,0,0,0,0,0,All
BA,3,3_4,3.67,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,1,0,0,1,0,All
AB,9,3_4,4,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
BA,11,3_4,3.42,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
BA,13,3_4,3.42,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,15,3_4,3.42,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,21,5_6,5.5,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,25,5_6,5.67,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,0,1,0,0,All
AB,72,9_10,10,chool,A,RegOnly,3.762,0.99159417,0,0.6864237,0.02466102,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,dape,B,RegOnly,5.143,0.99298393,0,0.4342659,0,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,dape,B,RegOnly,5.143,0.99298393,0,0.4342659,0,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,dape,B,RegOnly,5.143,0.99298393,0,0.4342659,0,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,dape,B,RegOnly,5.143,0.99298393,0,0.4342659,0,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,dape,B,RegOnly,5.143,0.99298393,0,0.4342659,0,0,1,1,0,0,0,0,0,0,All
BA,11,3_4,3.42,dape,B,RegOnly,5.143,0.99298393,0,0.4342659,0,0,1,1,0,0,0,0,0,0,All
